745, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2015-9-11,15:00:00,40940,41230,40940,41120,718222
2015-9-14,15:00:00,40850,41150,40560,40600,728602
2015-9-15,15:00:00,40600,40660,40280,40300,692412
2015-9-16,15:00:00,40380,40930,40380,40910,761214
2015-9-17,15:00:00,40880,41330,40750,40970,924370
2015-9-18,15:00:00,40910,41160,40660,40670,685038
2015-9-21,15:00:00,40360,40510,39830,40280,945512
2015-9-22,15:00:00,40270,40440,39860,39880,597050
2015-9-23,15:00:00,39320,39350,38220,38880,1245774
2015-9-24,15:00:00,38840,39120,38580,38810,755824
2015-9-25,15:00:00,38610,39080,38480,38910,915322
2015-9-28,15:00:00,38790,38940,38220,38220,408352
2015-9-29,15:00:00,37880,38090,37590,37660,820372
2015-9-30,15:00:00,37970,38500,37840,38400,542470
2015-10-8,15:00:00,39220,39380,38880,38920,418686
2015-10-9,15:00:00,38920,40220,38640,40050,1035088
2015-10-12,15:00:00,40200,40290,39880,40120,772434
2015-10-13,15:00:00,40120,40120,39490,39710,597274
2015-10-14,15:00:00,39660,39880,39510,39600,558550
2015-10-15,15:00:00,39700,40130,39680,39960,620570
2015-10-16,15:00:00,39950,40070,39440,39500,600698
2015-10-19,15:00:00,39560,39690,39220,39350,611134
2015-10-20,15:00:00,39100,39240,38870,39150,596440
2015-10-21,15:00:00,39150,39320,38780,38850,645310
2015-10-22,15:00:00,38880,39360,38680,39220,675276
2015-10-23,15:00:00,39340,39720,39210,39660,861046
2015-10-26,15:00:00,39530,39590,38750,39000,923642
2015-10-27,15:00:00,39050,39330,38750,39240,724966
2015-10-28,15:00:00,39170,39260,38760,38840,667650
2015-10-29,15:00:00,38780,39230,38550,38940,795608
2015-10-30,15:00:00,38810,38880,38510,38760,686744
2015-11-2,15:00:00,38590,38720,38330,38490,515968
2015-11-3,15:00:00,38500,38640,38370,38420,415732
