745, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2015-9-9,15:00:00,11585,11785,11510,11545,1035480
2015-9-10,15:00:00,11585,11690,11410,11680,805604
2015-9-11,15:00:00,11660,12000,11640,11785,1357480
2015-9-14,15:00:00,11735,11885,11590,11605,968430
2015-9-15,15:00:00,11580,11685,11425,11435,943028
2015-9-16,15:00:00,11545,11725,11515,11720,1093934
2015-9-17,15:00:00,11745,11865,11620,11645,1289646
2015-9-18,15:00:00,11620,11715,11545,11555,1083658
2015-9-21,15:00:00,11490,11640,11370,11635,816410
2015-9-22,15:00:00,11655,11675,11495,11500,733062
2015-9-23,15:00:00,11440,11515,11295,11485,877426
2015-9-24,15:00:00,11520,11545,11405,11495,650010
2015-9-25,15:00:00,11445,11685,11440,11655,859800
2015-9-28,15:00:00,11625,11735,11555,11575,412904
2015-9-29,15:00:00,11535,11535,11210,11265,762944
2015-9-30,15:00:00,11320,11365,11260,11285,422030
2015-10-8,15:00:00,11585,11700,11385,11395,403798
2015-10-9,15:00:00,11405,11855,11370,11850,970774
2015-10-12,15:00:00,11855,11915,11670,11810,1002390
2015-10-13,15:00:00,11785,11840,11630,11825,704756
2015-10-14,15:00:00,11795,11880,11685,11715,841100
2015-10-15,15:00:00,11730,11965,11695,11725,1155768
2015-10-16,15:00:00,11730,11750,11605,11615,897562
2015-10-19,15:00:00,11610,11650,11370,11375,793650
2015-10-20,15:00:00,11340,11440,11310,11395,678644
2015-10-21,15:00:00,11410,11465,11150,11165,851932
2015-10-22,15:00:00,11160,11340,11115,11230,869170
2015-10-23,15:00:00,11270,11355,11005,11325,1305682
2015-10-26,15:00:00,11320,11320,10975,10990,991250
2015-10-27,15:00:00,11040,11040,10735,10835,997656
2015-10-28,15:00:00,10845,10915,10775,10865,721554
2015-10-29,15:00:00,10870,11085,10850,10945,748324
2015-10-30,15:00:00,10925,10990,10800,10835,638074
2015-11-2,15:00:00,10850,11005,10735,10915,605204
2015-11-3,15:00:00,10920,10940,10600,10610,705348
